Energy delta[Wh],GHI,temp,pressure,humidity,wind_speed,rain_1h,snow_1h,clouds_all,isSun,sunlightTime,dayLength,SunlightTime/daylength,hour,month
205,23.6,3,1019,96,3.1,0,0,100,1,75,600,0.12,7,2
212,29.2,3,1019,96,3.1,0,0,100,1,90,600,0.15,7,2
189,38.3,3,1019,96,3.1,0,0,100,1,105,600,0.18,7,2
247,19.3,3.2,1019,96,3.4,0.32,0,100,1,120,600,0.2,8,2
177,41.1,3.2,1019,96,3.4,0.32,0,100,1,135,600,0.22,8,2
62,39.8,3.2,1019,96,3.4,0.32,0,100,1,150,600,0.25,8,2
169,16.4,3.2,1019,96,3.4,0.32,0,100,1,165,600,0.28,8,2
175,17.4,3,1019,93,3.4,0.22,0,100,1,180,600,0.3,9,2
281,22.6,3,1019,93,3.4,0.22,0,100,1,195,600,0.32,9,2
220,21.1,3,1019,93,3.4,0.22,0,100,1,210,600,0.35,9,2
321,12.1,3,1019,93,3.4,0.22,0,100,1,225,600,0.38,9,2
219,8.5,3,1019,99,3.8,0.44,0,100,1,240,600,0.4,10,2
211,8.8,3,1019,99,3.8,0.44,0,100,1,255,600,0.42,10,2
408,10.9,3,1019,99,3.8,0.44,0,100,1,270,600,0.45,10,2
420,10.2,3,1019,99,3.8,0.44,0,100,1,285,600,0.48,10,2
248,14,3.2,1019,99,4.3,0.18,0,100,1,300,600,0.5,11,2
373,11.4,3.2,1019,99,4.3,0.18,0,100,1,315,600,0.52,11,2
260,9.4,3.2,1019,99,4.3,0.18,0,100,1,330,600,0.55,11,2
380,20.7,3.2,1019,99,4.3,0.18,0,100,1,345,600,0.57,11,2
325,23.8,3.6,1018,99,4.5,0.24,0,100,1,360,600,0.6,12,2
283,13.3,3.6,1018,99,4.5,0.24,0,100,1,375,600,0.62,12,2
246,14.1,3.6,1018,99,4.5,0.24,0,100,1,390,600,0.65,12,2
143,10.5,3.6,1018,99,4.5,0.24,0,100,1,405,600,0.68,12,2
123,7.6,3.2,1019,99,4,0.24,0,100,1,420,600,0.7,13,2
141,7.3,3.2,1019,99,4,0.24,0,100,1,435,600,0.72,13,2
144,6.9,3.2,1019,99,4,0.24,0,100,1,450,600,0.75,13,2
184,6.4,3.2,1019,99,4,0.24,0,100,1,465,600,0.78,13,2
136,5.8,3.2,1019,99,2.9,0.31,0,100,1,480,600,0.8,14,2
165,5.3,3.2,1019,99,2.9,0.31,0,100,1,495,600,0.82,14,2
196,4.7,3.2,1019,99,2.9,0.31,0,100,1,510,600,0.85,14,2
28,4.1,3.2,1019,99,2.9,0.31,0,100,1,525,600,0.88,14,2
29,3.4,2.9,1019,99,2.3,0.21,0,100,1,540,600,0.9,15,2
22,2.9,2.9,1019,99,2.3,0.21,0,100,1,555,600,0.92,15,2
17,6.9,2.9,1019,99,2.3,0.21,0,100,1,570,600,0.95,15,2
3,3.9,2.9,1019,99,2.3,0.21,0,100,1,585,600,0.98,15,2
0,0.4,2.8,1019,98,2.3,0,0,100,1,600,600,1,16,2
0,0,2.8,1019,98,2.3,0,0,100,0,0,600,0,16,2
0,0,2.8,1019,98,2.3,0,0,100,0,0,600,0,16,2
0,0,2.8,1019,98,2.3,0,0,100,0,0,600,0,16,2
0,0,2.8,1020,98,2.4,0,0,100,0,0,600,0,17,2
0,0,2.8,1020,98,2.4,0,0,100,0,0,600,0,17,2
0,0,2.8,1020,98,2.4,0,0,100,0,0,600,0,17,2
0,0,2.8,1020,98,2.4,0,0,100,0,0,600,0,17,2
0,0,2.6,1020,98,2.4,0,0,100,0,0,600,0,18,2
0,0,2.6,1020,98,2.4,0,0,100,0,0,600,0,18,2
0,0,2.6,1020,98,2.4,0,0,100,0,0,600,0,18,2
0,0,2.6,1020,98,2.4,0,0,100,0,0,600,0,18,2
0,0,2.4,1021,98,2.5,0,0,100,0,0,600,0,19,2
0,0,2.4,1021,98,2.5,0,0,100,0,0,600,0,19,2
0,0,2.4,1021,98,2.5,0,0,100,0,0,600,0,19,2
0,0,2.4,1021,98,2.5,0,0,100,0,0,600,0,19,2
0,0,2.6,1021,98,2.7,0,0,100,0,0,600,0,20,2
0,0,2.6,1021,98,2.7,0,0,100,0,0,600,0,20,2
0,0,2.6,1021,98,2.7,0,0,100,0,0,600,0,20,2
0,0,2.6,1021,98,2.7,0,0,100,0,0,600,0,20,2
0,0,2.4,1021,99,2.6,0,0,100,0,0,600,0,21,2
0,0,2.4,1021,99,2.6,0,0,100,0,0,600,0,21,2
0,0,2.4,1021,99,2.6,0,0,100,0,0,600,0,21,2
0,0,2.4,1021,99,2.6,0,0,100,0,0,600,0,21,2
0,0,2.6,1022,98,2.9,0,0,100,0,0,600,0,22,2
0,0,2.6,1022,98,2.9,0,0,100,0,0,600,0,22,2
0,0,2.6,1022,98,2.9,0,0,100,0,0,600,0,22,2
0,0,2.6,1022,98,2.9,0,0,100,0,0,600,0,22,2
0,0,2.6,1022,98,2.8,0,0,100,0,0,600,0,23,2
0,0,2.6,1022,98,2.8,0,0,100,0,0,600,0,23,2
0,0,2.6,1022,98,2.8,0,0,100,0,0,600,0,23,2
0,0,2.6,1022,98,2.8,0,0,100,0,0,600,0,23,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,0,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,0,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,0,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,0,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,1,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,1,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,1,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,1,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,2,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,2,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,2,2
0,0,2.2,1022,98,2.4,0,0,100,0,0,600,0,2,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,3,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,3,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,3,2
0,0,2.4,1022,98,2.5,0,0,100,0,0,600,0,3,2
0,0,2.2,1022,98,2.8,0,0,100,0,0,600,0,4,2
0,0,2.2,1022,98,2.8,0,0,100,0,0,600,0,4,2
0,0,2.2,1022,98,2.8,0,0,100,0,0,600,0,4,2
0,0,2.2,1022,98,2.8,0,0,100,0,0,600,0,4,2
0,0,2.2,1022,98,3,0,0,100,0,0,600,0,5,2
0,0,2.2,1022,98,3,0,0,100,0,0,600,0,5,2
0,0,2.2,1022,98,3,0,0,100,0,0,600,0,5,2
0,0,2.2,1022,98,3,0,0,100,0,0,600,0,5,2
0,0,2.2,1023,98,2.8,0,0,100,0,0,600,0,6,2
0,1.3,2.2,1023,98,2.8,0,0,100,1,15,600,0.02,6,2
0,6.4,2.2,1023,98,2.8,0,0,100,1,30,600,0.05,6,2
0,6.7,2.2,1023,98,2.8,0,0,100,1,45,600,0.08,6,2
0,4,2.4,1023,98,2.7,0,0,100,1,60,600,0.1,7,2
17,3.8,2.4,1023,98,2.7,0,0,100,1,75,600,0.12,7,2
36,4.6,2.4,1023,98,2.7,0,0,100,1,90,600,0.15,7,2
54,8.8,2.4,1023,98,2.7,0,0,100,1,105,600,0.18,7,2
67,10.5,2.6,1023,98,2.9,0,0,100,1,120,600,0.2,8,2
83,9.9,2.6,1023,98,2.9,0,0,100,1,135,600,0.22,8,2
94,12.7,2.6,1023,98,2.9,0,0,100,1,150,600,0.25,8,2
114,14.4,2.6,1023,98,2.9,0,0,100,1,165,600,0.28,8,2
122,13.2,2.8,1024,96,3,0,0,100,1,180,600,0.3,9,2
143,9.6,2.8,1024,96,3,0,0,100,1,195,600,0.32,9,2
141,8.4,2.8,1024,96,3,0,0,100,1,210,600,0.35,9,2
149,8.9,2.8,1024,96,3,0,0,100,1,225,600,0.38,9,2
145,14.5,2.8,1024,98,3.1,0,0,100,1,240,600,0.4,10,2
145,16.2,2.8,1024,98,3.1,0,0,100,1,255,600,0.42,10,2
146,13.2,2.8,1024,98,3.1,0,0,100,1,270,600,0.45,10,2
157,12.4,2.8,1024,98,3.1,0,0,100,1,285,600,0.48,10,2
176,13.2,2.8,1024,91,3.1,0,0,100,1,300,600,0.5,11,2
228,14.4,2.8,1024,91,3.1,0,0,100,1,315,600,0.52,11,2
228,15.2,2.8,1024,91,3.1,0,0,100,1,330,600,0.55,11,2
212,25.2,2.8,1024,91,3.1,0,0,100,1,345,600,0.57,11,2
212,29.9,2.8,1024,89,2.9,0,0,100,1,360,600,0.6,12,2
215,28.8,2.8,1024,89,2.9,0,0,100,1,375,600,0.62,12,2
180,27,2.8,1024,89,2.9,0,0,100,1,390,600,0.65,12,2
156,14,2.8,1024,89,2.9,0,0,100,1,405,600,0.68,12,2
162,8.8,2.8,1024,89,3.4,0,0,100,1,420,600,0.7,13,2
148,8.8,2.8,1024,89,3.4,0,0,100,1,435,600,0.72,13,2
181,10.5,2.8,1024,89,3.4,0,0,100,1,450,600,0.75,13,2
193,8.1,2.8,1024,89,3.4,0,0,100,1,465,600,0.78,13,2
80,6.3,2.6,1024,90,3,0,0,100,1,480,600,0.8,14,2
90,5.7,2.6,1024,90,3,0,0,100,1,495,600,0.82,14,2
80,5.2,2.6,1024,90,3,0,0,100,1,510,600,0.85,14,2
55,4.5,2.6,1024,90,3,0,0,100,1,525,600,0.88,14,2
29,3.8,2.4,1024,92,2.8,0,0,100,1,540,600,0.9,15,2
12,3.4,2.4,1024,92,2.8,0,0,100,1,555,600,0.92,15,2
7,8.7,2.4,1024,92,2.8,0,0,100,1,570,600,0.95,15,2
0,5.3,2.4,1024,92,2.8,0,0,100,1,585,600,0.98,15,2
0,0.7,2,1024,93,2.7,0,0,100,1,600,600,1,16,2
0,0,2,1024,93,2.7,0,0,100,0,0,600,0,16,2
0,0,2,1024,93,2.7,0,0,100,0,0,600,0,16,2
0,0,2,1024,93,2.7,0,0,100,0,0,600,0,16,2
0,0,1.8,1024,93,2.7,0,0,99,0,0,600,0,17,2
0,0,1.8,1024,93,2.7,0,0,99,0,0,600,0,17,2
0,0,1.8,1024,93,2.7,0,0,99,0,0,600,0,17,2
0,0,1.8,1024,93,2.7,0,0,99,0,0,600,0,17,2
0,0,1.6,1024,93,2.8,0,0,96,0,0,600,0,18,2
0,0,1.6,1024,93,2.8,0,0,96,0,0,600,0,18,2
0,0,1.6,1024,93,2.8,0,0,96,0,0,600,0,18,2
0,0,1.6,1024,93,2.8,0,0,96,0,0,600,0,18,2
0,0,1.6,1024,93,3,0,0,93,0,0,600,0,19,2
0,0,1.6,1024,93,3,0,0,93,0,0,600,0,19,2
0,0,1.6,1024,93,3,0,0,93,0,0,600,0,19,2
0,0,1.6,1024,93,3,0,0,93,0,0,600,0,19,2
0,0,1.8,1024,93,3.1,0,0,94,0,0,600,0,20,2
0,0,1.8,1024,93,3.1,0,0,94,0,0,600,0,20,2
0,0,1.8,1024,93,3.1,0,0,94,0,0,600,0,20,2
0,0,1.8,1024,93,3.1,0,0,94,0,0,600,0,20,2
0,0,1.8,1024,93,3.2,0,0,88,0,0,600,0,21,2
0,0,1.8,1024,93,3.2,0,0,88,0,0,600,0,21,2
0,0,1.8,1024,93,3.2,0,0,88,0,0,600,0,21,2
0,0,1.8,1024,93,3.2,0,0,88,0,0,600,0,21,2
0,0,1.8,1024,93,3.2,0,0,98,0,0,600,0,22,2
0,0,1.8,1024,93,3.2,0,0,98,0,0,600,0,22,2
0,0,1.8,1024,93,3.2,0,0,98,0,0,600,0,22,2
0,0,1.8,1024,93,3.2,0,0,98,0,0,600,0,22,2
0,0,1.6,1024,93,3.7,0,0,95,0,0,600,0,23,2
0,0,1.6,1024,93,3.7,0,0,95,0,0,600,0,23,2
0,0,1.6,1024,93,3.7,0,0,95,0,0,600,0,23,2
0,0,1.6,1024,93,3.7,0,0,95,0,0,600,0,23,2
0,0,1.6,1023,93,4,0,0,92,0,0,600,0,0,2
0,0,1.6,1023,93,4,0,0,92,0,0,600,0,0,2
0,0,1.6,1023,93,4,0,0,92,0,0,600,0,0,2
0,0,1.6,1023,93,4,0,0,92,0,0,600,0,0,2
0,0,1.6,1023,92,4.1,0,0,92,0,0,600,0,1,2
0,0,1.6,1023,92,4.1,0,0,92,0,0,600,0,1,2
0,0,1.6,1023,92,4.1,0,0,92,0,0,600,0,1,2
0,0,1.6,1023,92,4.1,0,0,92,0,0,600,0,1,2
0,0,1.8,1022,92,4.1,0,0,84,0,0,600,0,2,2
0,0,1.8,1022,92,4.1,0,0,84,0,0,600,0,2,2
0,0,1.8,1022,92,4.1,0,0,84,0,0,600,0,2,2
0,0,1.8,1022,92,4.1,0,0,84,0,0,600,0,2,2
0,0,1.8,1022,91,4.2,0,0,96,0,0,600,0,3,2
0,0,1.8,1022,91,4.2,0,0,96,0,0,600,0,3,2
0,0,1.8,1022,91,4.2,0,0,96,0,0,600,0,3,2
0,0,1.8,1022,91,4.2,0,0,96,0,0,600,0,3,2
0,0,1.6,1021,91,4.5,0,0,93,0,0,600,0,4,2
0,0,1.6,1021,91,4.5,0,0,93,0,0,600,0,4,2
0,0,1.6,1021,91,4.5,0,0,93,0,0,600,0,4,2
0,0,1.6,1021,91,4.5,0,0,93,0,0,600,0,4,2
0,0,1.4,1020,91,4.8,0,0,98,0,0,600,0,5,2
0,0,1.4,1020,91,4.8,0,0,98,0,0,600,0,5,2
0,0,1.4,1020,91,4.8,0,0,98,0,0,600,0,5,2
0,0,1.4,1020,91,4.8,0,0,98,0,0,600,0,5,2
0,0,1.8,1020,92,5,0,0,92,0,0,600,0,6,2
0,1.8,1.8,1020,92,5,0,0,92,1,15,600,0.02,6,2
48,6.8,1.8,1020,92,5,0,0,92,1,30,600,0.05,6,2
84,5.3,1.8,1020,92,5,0,0,92,1,45,600,0.08,6,2
209,3.1,2,1020,91,5.4,0,0,96,1,60,600,0.1,7,2
264,4.5,2,1020,91,5.4,0,0,96,1,75,600,0.12,7,2
223,27.6,2,1020,91,5.4,0,0,96,1,90,600,0.15,7,2
236,19,2,1020,91,5.4,0,0,96,1,105,600,0.18,7,2
476,8.8,3,1020,88,5.4,0,0,96,1,120,600,0.2,8,2
362,31.2,3,1020,88,5.4,0,0,96,1,135,600,0.22,8,2
553,28.3,3,1020,88,5.4,0,0,96,1,150,600,0.25,8,2
521,17.3,3,1020,88,5.4,0,0,96,1,165,600,0.28,8,2
342,21.4,3.4,1019,85,5.3,0,0,99,1,180,600,0.3,9,2
394,27.8,3.4,1019,85,5.3,0,0,99,1,195,600,0.32,9,2
555,35.4,3.4,1019,85,5.3,0,0,99,1,210,600,0.35,9,2
674,40,3.4,1019,85,5.3,0,0,99,1,225,600,0.38,9,2
729,42.6,3.7,1018,82,5.3,0,0,99,1,240,600,0.4,10,2
865,40.4,3.7,1018,82,5.3,0,0,99,1,255,600,0.42,10,2
556,43.2,3.7,1018,82,5.3,0,0,99,1,270,600,0.45,10,2
643,49.2,3.7,1018,82,5.3,0,0,99,1,285,600,0.48,10,2
678,56.1,3.8,1018,81,5.8,0,0,96,1,300,600,0.5,11,2
806,61.1,3.8,1018,81,5.8,0,0,96,1,315,600,0.52,11,2
1132,66.9,3.8,1018,81,5.8,0,0,96,1,330,600,0.55,11,2
1088,51,3.8,1018,81,5.8,0,0,96,1,345,600,0.57,11,2
786,41.5,4.7,1017,78,5.8,0,0,99,1,360,600,0.6,12,2
623,44.5,4.7,1017,78,5.8,0,0,99,1,375,600,0.62,12,2
702,43.4,4.7,1017,78,5.8,0,0,99,1,390,600,0.65,12,2
526,49.5,4.7,1017,78,5.8,0,0,99,1,405,600,0.68,12,2
641,39.1,5,1016,78,5.4,0,0,100,1,420,600,0.7,13,2
528,29.3,5,1016,78,5.4,0,0,100,1,435,600,0.72,13,2
476,23.4,5,1016,78,5.4,0,0,100,1,450,600,0.75,13,2
156,16.3,5,1016,78,5.4,0,0,100,1,465,600,0.78,13,2
67,10.1,5,1016,79,5.3,0,0,100,1,480,600,0.8,14,2
89,7,5,1016,79,5.3,0,0,100,1,495,600,0.82,14,2
131,28.7,5,1016,79,5.3,0,0,100,1,510,600,0.85,14,2
108,13.4,5,1016,79,5.3,0,0,100,1,525,600,0.88,14,2
72,3.8,4.2,1016,83,5.6,0.18,0,100,1,540,600,0.9,15,2
13,12.6,4.2,1016,83,5.6,0.18,0,100,1,555,600,0.92,15,2
12,10.9,4.2,1016,83,5.6,0.18,0,100,1,570,600,0.95,15,2
10,5,4.2,1016,83,5.6,0.18,0,100,1,585,600,0.98,15,2
0,0.9,3.8,1016,86,5.4,0.29,0,100,1,600,600,1,16,2
0,0,3.8,1016,86,5.4,0.29,0,100,0,0,600,0,16,2
0,0,3.8,1016,86,5.4,0.29,0,100,0,0,600,0,16,2
0,0,3.8,1016,86,5.4,0.29,0,100,0,0,600,0,16,2
0,0,3.8,1016,91,5.2,0.24,0,100,0,0,600,0,17,2
0,0,3.8,1016,91,5.2,0.24,0,100,0,0,600,0,17,2
0,0,3.8,1016,91,5.2,0.24,0,100,0,0,600,0,17,2
0,0,3.8,1016,91,5.2,0.24,0,100,0,0,600,0,17,2
0,0,3.8,1016,93,5.1,0,0,100,0,0,600,0,18,2
0,0,3.8,1016,93,5.1,0,0,100,0,0,600,0,18,2
0,0,3.8,1016,93,5.1,0,0,100,0,0,600,0,18,2
0,0,3.8,1016,93,5.1,0,0,100,0,0,600,0,18,2
0,0,4,1016,95,4.9,0,0,100,0,0,600,0,19,2
0,0,4,1016,95,4.9,0,0,100,0,0,600,0,19,2
0,0,4,1016,95,4.9,0,0,100,0,0,600,0,19,2
0,0,4,1016,95,4.9,0,0,100,0,0,600,0,19,2
0,0,3.9,1016,96,4.5,0,0,100,0,0,600,0,20,2
0,0,3.9,1016,96,4.5,0,0,100,0,0,600,0,20,2
0,0,3.9,1016,96,4.5,0,0,100,0,0,600,0,20,2
0,0,3.9,1016,96,4.5,0,0,100,0,0,600,0,20,2
0,0,3.8,1016,96,4.2,0,0,100,0,0,600,0,21,2
0,0,3.8,1016,96,4.2,0,0,100,0,0,600,0,21,2
0,0,3.8,1016,96,4.2,0,0,100,0,0,600,0,21,2
0,0,3.8,1016,96,4.2,0,0,100,0,0,600,0,21,2
0,0,3.8,1016,97,4,0,0,100,0,0,600,0,22,2
0,0,3.8,1016,97,4,0,0,100,0,0,600,0,22,2
0,0,3.8,1016,97,4,0,0,100,0,0,600,0,22,2
0,0,3.8,1016,97,4,0,0,100,0,0,600,0,22,2
0,0,3.8,1016,97,4.1,0,0,100,0,0,600,0,23,2
0,0,3.8,1016,97,4.1,0,0,100,0,0,600,0,23,2
0,0,3.8,1016,97,4.1,0,0,100,0,0,600,0,23,2
0,0,3.8,1016,97,4.1,0,0,100,0,0,600,0,23,2
0,0,3.8,1016,96,4.5,0,0,100,0,0,615,0,0,2
0,0,3.8,1016,96,4.5,0,0,100,0,0,615,0,0,2
0,0,3.8,1016,96,4.5,0,0,100,0,0,615,0,0,2
0,0,3.8,1016,96,4.5,0,0,100,0,0,615,0,0,2
0,0,3.9,1015,96,4.7,0,0,100,0,0,615,0,1,2
0,0,3.9,1015,96,4.7,0,0,100,0,0,615,0,1,2
0,0,3.9,1015,96,4.7,0,0,100,0,0,615,0,1,2
0,0,3.9,1015,96,4.7,0,0,100,0,0,615,0,1,2
0,0,3.8,1015,96,5,0,0,100,0,0,615,0,2,2
0,0,3.8,1015,96,5,0,0,100,0,0,615,0,2,2
0,0,3.8,1015,96,5,0,0,100,0,0,615,0,2,2
0,0,3.8,1015,96,5,0,0,100,0,0,615,0,2,2
0,0,4,1015,96,5.3,0,0,100,0,0,615,0,3,2
0,0,4,1015,96,5.3,0,0,100,0,0,615,0,3,2
0,0,4,1015,96,5.3,0,0,100,0,0,615,0,3,2
0,0,4,1015,96,5.3,0,0,100,0,0,615,0,3,2
0,0,4.1,1014,95,5.4,0,0,100,0,0,615,0,4,2
0,0,4.1,1014,95,5.4,0,0,100,0,0,615,0,4,2
0,0,4.1,1014,95,5.4,0,0,100,0,0,615,0,4,2
0,0,4.1,1014,95,5.4,0,0,100,0,0,615,0,4,2
0,0,4.1,1014,95,5.7,0,0,100,0,0,615,0,5,2
0,0,4.1,1014,95,5.7,0,0,100,0,0,615,0,5,2
0,0,4.1,1014,95,5.7,0,0,100,0,0,615,0,5,2
0,0,4.1,1014,95,5.7,0,0,100,0,0,615,0,5,2
0,0,4.6,1013,95,6.1,0,0,100,1,15,615,0.02,6,2
0,2.4,4.6,1013,95,6.1,0,0,100,1,30,615,0.05,6,2
0,7.9,4.6,1013,95,6.1,0,0,100,1,45,615,0.07,6,2
0,9.7,4.6,1013,95,6.1,0,0,100,1,60,615,0.1,6,2
16,10.9,4.6,1013,95,6.3,0,0,100,1,75,615,0.12,7,2
46,15.3,4.6,1013,95,6.3,0,0,100,1,90,615,0.15,7,2
49,21.4,4.6,1013,95,6.3,0,0,100,1,105,615,0.17,7,2
101,26.3,4.6,1013,95,6.3,0,0,100,1,120,615,0.2,7,2
135,29.5,4.6,1012,93,6.4,0,0,100,1,135,615,0.22,8,2
196,14.6,4.6,1012,93,6.4,0,0,100,1,150,615,0.24,8,2
301,12.9,4.6,1012,93,6.4,0,0,100,1,165,615,0.27,8,2
346,14.9,4.6,1012,93,6.4,0,0,100,1,180,615,0.29,8,2
309,15.9,5.3,1011,91,7,0,0,100,1,195,615,0.32,9,2
246,10.8,5.3,1011,91,7,0,0,100,1,210,615,0.34,9,2
275,8.2,5.3,1011,91,7,0,0,100,1,225,615,0.37,9,2
187,8.6,5.3,1011,91,7,0,0,100,1,240,615,0.39,9,2
222,10.6,5.8,1010,88,7.4,0,0,100,1,255,615,0.41,10,2
232,12.8,5.8,1010,88,7.4,0,0,100,1,270,615,0.44,10,2
389,28.1,5.8,1010,88,7.4,0,0,100,1,285,615,0.46,10,2
295,28.9,5.8,1010,88,7.4,0,0,100,1,300,615,0.49,10,2
253,24.3,6.1,1010,87,7.8,0,0,100,1,315,615,0.51,11,2
292,23.1,6.1,1010,87,7.8,0,0,100,1,330,615,0.54,11,2
176,21.1,6.1,1010,87,7.8,0,0,100,1,345,615,0.56,11,2
213,12.4,6.1,1010,87,7.8,0,0,100,1,360,615,0.59,11,2
206,8.8,6.6,1008,87,8.6,0,0,100,1,375,615,0.61,12,2
206,8.6,6.6,1008,87,8.6,0,0,100,1,390,615,0.63,12,2
193,8.8,6.6,1008,87,8.6,0,0,100,1,405,615,0.66,12,2
148,8.2,6.6,1008,87,8.6,0,0,100,1,420,615,0.68,12,2
124,8,5.9,1007,89,8.5,0,0,100,1,435,615,0.71,13,2
129,7.4,5.9,1007,89,8.5,0,0,100,1,450,615,0.73,13,2
107,6.9,5.9,1007,89,8.5,0,0,100,1,465,615,0.76,13,2
85,6.5,5.9,1007,89,8.5,0,0,100,1,480,615,0.78,13,2
68,5.9,5.9,1006,92,8.6,0.44,0,100,1,495,615,0.8,14,2
44,5.4,5.9,1006,92,8.6,0.44,0,100,1,510,615,0.83,14,2
50,4.8,5.9,1006,92,8.6,0.44,0,100,1,525,615,0.85,14,2
46,4.4,5.9,1006,92,8.6,0.44,0,100,1,540,615,0.88,14,2
32,8.9,6,1005,93,8.4,0.38,0,100,1,555,615,0.9,15,2
5,8.6,6,1005,93,8.4,0.38,0,100,1,570,615,0.93,15,2
0,9.6,6,1005,93,8.4,0.38,0,100,1,585,615,0.95,15,2
0,5.7,6,1005,93,8.4,0.38,0,100,1,600,615,0.98,15,2
0,1.3,6.2,1004,96,8.2,0.34,0,100,1,615,615,1,16,2
0,0,6.2,1004,96,8.2,0.34,0,100,0,0,615,0,16,2
0,0,6.2,1004,96,8.2,0.34,0,100,0,0,615,0,16,2
0,0,6.2,1004,96,8.2,0.34,0,100,0,0,615,0,16,2
0,0,6.6,1003,96,8,0.3,0,100,0,0,615,0,17,2
0,0,6.6,1003,96,8,0.3,0,100,0,0,615,0,17,2
0,0,6.6,1003,96,8,0.3,0,100,0,0,615,0,17,2
0,0,6.6,1003,96,8,0.3,0,100,0,0,615,0,17,2
0,0,6.9,1003,97,8.1,0.24,0,100,0,0,615,0,18,2
0,0,6.9,1003,97,8.1,0.24,0,100,0,0,615,0,18,2
0,0,6.9,1003,97,8.1,0.24,0,100,0,0,615,0,18,2
0,0,6.9,1003,97,8.1,0.24,0,100,0,0,615,0,18,2
0,0,7.2,1002,97,8.4,0.52,0,100,0,0,615,0,19,2
0,0,7.2,1002,97,8.4,0.52,0,100,0,0,615,0,19,2
0,0,7.2,1002,97,8.4,0.52,0,100,0,0,615,0,19,2
0,0,7.2,1002,97,8.4,0.52,0,100,0,0,615,0,19,2
0,0,7.6,1001,96,8.6,0.28,0,100,0,0,615,0,20,2
0,0,7.6,1001,96,8.6,0.28,0,100,0,0,615,0,20,2
0,0,7.6,1001,96,8.6,0.28,0,100,0,0,615,0,20,2
0,0,7.6,1001,96,8.6,0.28,0,100,0,0,615,0,20,2
0,0,8.1,1001,96,8.8,0.78,0,100,0,0,615,0,21,2
0,0,8.1,1001,96,8.8,0.78,0,100,0,0,615,0,21,2
0,0,8.1,1001,96,8.8,0.78,0,100,0,0,615,0,21,2
0,0,8.1,1001,96,8.8,0.78,0,100,0,0,615,0,21,2
0,0,8.6,1000,95,8.3,0.33,0,100,0,0,615,0,22,2
0,0,8.6,1000,95,8.3,0.33,0,100,0,0,615,0,22,2
0,0,8.6,1000,95,8.3,0.33,0,100,0,0,615,0,22,2
0,0,8.6,1000,95,8.3,0.33,0,100,0,0,615,0,22,2
0,0,8.6,1001,94,8.2,0,0,100,0,0,615,0,23,2
0,0,8.6,1001,94,8.2,0,0,100,0,0,615,0,23,2
0,0,8.6,1001,94,8.2,0,0,100,0,0,615,0,23,2
0,0,8.6,1001,94,8.2,0,0,100,0,0,615,0,23,2
0,0,7.7,1001,92,8.6,0,0,100,0,0,615,0,0,2
0,0,7.7,1001,92,8.6,0,0,100,0,0,615,0,0,2
0,0,7.7,1001,92,8.6,0,0,100,0,0,615,0,0,2
0,0,7.7,1001,92,8.6,0,0,100,0,0,615,0,0,2
0,0,6.7,1002,90,8.1,0,0,100,0,0,615,0,1,2
0,0,6.7,1002,90,8.1,0,0,100,0,0,615,0,1,2
0,0,6.7,1002,90,8.1,0,0,100,0,0,615,0,1,2
0,0,6.7,1002,90,8.1,0,0,100,0,0,615,0,1,2
0,0,6.2,1002,89,7.5,0,0,100,0,0,615,0,2,2
0,0,6.2,1002,89,7.5,0,0,100,0,0,615,0,2,2
0,0,6.2,1002,89,7.5,0,0,100,0,0,615,0,2,2
0,0,6.2,1002,89,7.5,0,0,100,0,0,615,0,2,2
0,0,5.8,1002,89,7.4,0,0,100,0,0,615,0,3,2
0,0,5.8,1002,89,7.4,0,0,100,0,0,615,0,3,2
0,0,5.8,1002,89,7.4,0,0,100,0,0,615,0,3,2
0,0,5.8,1002,89,7.4,0,0,100,0,0,615,0,3,2
0,0,5.8,1002,88,7.5,0,0,100,0,0,615,0,4,2
0,0,5.8,1002,88,7.5,0,0,100,0,0,615,0,4,2
0,0,5.8,1002,88,7.5,0,0,100,0,0,615,0,4,2
0,0,5.8,1002,88,7.5,0,0,100,0,0,615,0,4,2
0,0,6,1002,87,7.5,0,0,100,0,0,615,0,5,2
0,0,6,1002,87,7.5,0,0,100,0,0,615,0,5,2
0,0,6,1002,87,7.5,0,0,100,0,0,615,0,5,2
0,0,6,1002,87,7.5,0,0,100,0,0,615,0,5,2
0,0.1,6,1002,87,7.4,0,0,100,1,15,615,0.02,6,2
0,2.9,6,1002,87,7.4,0,0,100,1,30,615,0.05,6,2
